Year,Player,Team,Matches,Balls,Overs,Runs Given,Wickets,Economy Rate,Average,Strike Rate,Dots,4s,6s,Boundaries Conceded,Wides,No Balls,Extras Given
2013,Z Khan,Royal Challengers Bengaluru,2,36,6.0,47,5,7.83,9.4,7.2,18,5,2,7,2,0,2
2014,A Mishra,Sunrisers Hyderabad,10,225,37.3,340,7,9.07,48.57,32.14,66,17,21,38,3,3,6
2014,A Nehra,Chennai Super Kings,4,90,15.0,142,8,9.47,17.75,11.25,30,16,6,22,3,0,3
2014,AB Dinda,Royal Challengers Bengaluru,9,186,31.0,270,5,8.71,54.0,37.2,64,22,9,31,11,9,20
2014,AD Russell,Kolkata Knight Riders,2,30,5.0,52,1,10.4,52.0,30.0,6,5,2,7,0,2,2
2014,AN Ahmed,Royal Challengers Bengaluru,4,86,14.2,113,3,7.88,37.67,28.67,25,10,3,13,1,5,6
2014,AR Patel,Punjab Kings,17,396,66.0,405,17,6.14,23.82,23.29,157,34,9,43,11,0,11
2014,Ankit Sharma,Rajasthan Royals,2,48,8.0,43,4,5.38,10.75,12.0,22,1,2,3,0,0,0
2014,B Kumar,Sunrisers Hyderabad,14,319,53.1,354,20,6.66,17.7,15.95,152,42,8,50,8,0,8
2014,BCJ Cutting,Rajasthan Royals,1,24,4.0,31,1,7.75,31.0,24.0,9,5,0,5,0,0,0
2014,BE Hendricks,Punjab Kings,3,72,12.0,126,4,10.5,31.5,18.0,25,10,6,16,7,0,7
2014,BW Hilfenhaus,Chennai Super Kings,8,168,28.0,246,8,8.79,30.75,21.0,70,25,12,37,6,2,8
2014,CJ Anderson,Mumbai Indians,9,108,18.0,184,4,10.22,46.0,27.0,35,26,5,31,7,0,7
2014,DJ Hussey,Chennai Super Kings,1,17,2.5,38,2,13.41,19.0,8.5,5,2,3,5,2,0,2
2014,DJG Sammy,Sunrisers Hyderabad,8,84,14.0,157,3,11.21,52.33,28.0,20,16,7,23,3,1,4
2014,DR Smith,Chennai Super Kings,5,60,10.0,95,4,9.5,23.75,15.0,15,8,4,12,2,0,2
2014,DS Kulkarni,Rajasthan Royals,8,162,27.0,221,6,8.19,36.83,27.0,70,19,11,30,11,0,11
2014,DW Steyn,Sunrisers Hyderabad,14,336,56.0,431,11,7.7,39.18,30.55,145,46,16,62,6,0,6
2014,GJ Maxwell,Punjab Kings,7,66,11.0,132,1,12.0,132.0,66.0,14,8,9,17,5,0,5
2014,HV Patel,Royal Challengers Bengaluru,3,66,11.0,113,4,10.27,28.25,16.5,22,9,6,15,6,0,6
2014,Harbhajan Singh,Mumbai Indians,14,330,55.0,356,14,6.47,25.43,23.57,138,25,12,37,6,0,6
2014,I Sharma,Sunrisers Hyderabad,3,66,11.0,101,3,9.18,33.67,22.0,26,7,6,13,2,0,2
2014,IC Pandey,Chennai Super Kings,12,252,42.0,318,6,7.57,53.0,42.0,112,40,9,49,2,1,3
2014,IK Pathan,Sunrisers Hyderabad,10,142,23.4,205,4,8.66,51.25,35.5,41,15,11,26,2,0,2
2014,Imran Tahir,Delhi Capitals,6,125,20.5,171,9,8.21,19.0,13.89,38,13,6,19,7,0,7
2014,Iqbal Abdulla,Rajasthan Royals,1,12,2.0,17,0,8.5,,,2,2,0,2,0,0,0
2014,JA Morkel,Royal Challengers Bengaluru,6,96,16.0,126,4,7.88,31.5,24.0,40,19,0,19,8,1,9
2014,JD Unadkat,Delhi Capitals,9,187,31.1,270,9,8.66,30.0,20.78,59,22,12,34,2,0,2
2014,JDS Neesham,Delhi Capitals,4,54,9.0,91,1,10.11,91.0,54.0,14,9,4,13,3,0,3
2014,JH Kallis,Kolkata Knight Riders,8,132,22.0,186,4,8.45,46.5,33.0,39,20,5,25,2,0,2
2014,JJ Bumrah,Mumbai Indians,11,238,39.4,301,5,7.59,60.2,47.6,92,32,8,40,8,1,9
2014,JO Holder,Sunrisers Hyderabad,1,18,3.0,35,1,11.67,35.0,18.0,6,2,2,4,0,12,12
2014,JP Duminy,Delhi Capitals,11,198,33.0,240,3,7.27,80.0,66.0,60,14,8,22,10,0,10
2014,JP Faulkner,Rajasthan Royals,13,264,44.0,429,11,9.75,39.0,24.0,72,31,22,53,17,5,22
2014,JW Hastings,Chennai Super Kings,1,18,3.0,29,1,9.67,29.0,18.0,9,6,0,6,0,1,1
2014,K Santokie,Mumbai Indians,2,48,8.0,90,3,11.25,30.0,16.0,15,6,6,12,3,0,3
2014,KA Pollard,Mumbai Indians,12,150,25.0,262,2,10.48,131.0,75.0,33,23,10,33,8,2,10
2014,KK Cooper,Rajasthan Royals,5,108,18.0,134,4,7.44,33.5,27.0,34,10,5,15,1,1,2
2014,KV Sharma,Sunrisers Hyderabad,14,304,50.4,376,15,7.42,25.07,20.27,114,23,21,44,3,0,3
2014,KW Richardson,Rajasthan Royals,7,162,27.0,206,9,7.63,22.89,18.0,62,19,7,26,5,0,5
2014,Karanveer Singh,Punjab Kings,5,120,20.0,164,11,8.2,14.91,10.91,42,9,9,18,6,0,6
2014,L Balaji,Punjab Kings,9,204,34.0,299,12,8.79,24.92,17.0,72,29,12,41,6,7,13
2014,LMP Simmons,Mumbai Indians,1,18,3.0,34,1,11.33,34.0,18.0,2,2,2,4,0,0,0
2014,LR Shukla,Delhi Capitals,5,56,9.2,83,1,8.89,83.0,56.0,22,8,4,12,2,0,2
2014,M Kartik,Punjab Kings,2,48,8.0,91,1,11.38,91.0,48.0,10,7,4,11,1,0,1
2014,M Morkel,Kolkata Knight Riders,12,288,48.0,367,12,7.65,30.58,24.0,148,42,11,53,25,3,28
2014,M Muralitharan,Royal Challengers Bengaluru,5,96,16.0,124,3,7.75,41.33,32.0,36,7,7,14,3,0,3
2014,M Vijay,Delhi Capitals,1,6,1.0,13,0,13.0,,,2,3,0,3,0,0,0
2014,M de Lange,Mumbai Indians,1,24,4.0,32,2,8.0,16.0,12.0,7,4,0,4,1,2,3
2014,MA Starc,Royal Challengers Bengaluru,14,322,53.4,402,14,7.49,28.71,23.0,127,45,6,51,18,3,21
2014,MC Henriques,Sunrisers Hyderabad,4,60,10.0,96,4,9.6,24.0,15.0,20,12,3,15,3,0,3
2014,MG Johnson,Punjab Kings,14,321,53.3,444,17,8.3,26.12,18.88,135,44,16,60,13,12,25
2014,MK Tiwary,Delhi Capitals,1,12,2.0,28,0,14.0,,,3,1,3,4,0,0,0
2014,MM Sharma,Chennai Super Kings,16,323,53.5,452,23,8.4,19.65,14.04,118,50,14,64,1,0,1
2014,Mohammed Shami,Delhi Capitals,12,264,44.0,369,7,8.39,52.71,37.71,102,37,13,50,20,1,21
2014,NM Coulter-Nile,Delhi Capitals,1,24,4.0,27,2,6.75,13.5,12.0,12,4,0,4,1,5,6
2014,P Awana,Punjab Kings,7,141,23.3,245,7,10.43,35.0,20.14,48,30,9,39,4,5,9
2014,P Kumar,Mumbai Indians,3,72,12.0,78,3,6.5,26.0,24.0,33,7,3,10,1,0,1
2014,P Negi,Chennai Super Kings,2,42,7.0,75,0,10.71,,,8,5,4,9,1,0,1
2014,P Suyal,Mumbai Indians,1,18,3.0,35,1,11.67,35.0,18.0,8,4,2,6,3,0,3
2014,PJ Cummins,Kolkata Knight Riders,1,24,4.0,29,1,7.25,29.0,24.0,12,2,2,4,0,0,0
2014,PP Chawla,Kolkata Knight Riders,11,237,39.3,303,14,7.67,21.64,16.93,79,21,12,33,1,0,1
2014,PP Ojha,Mumbai Indians,12,276,46.0,380,4,8.26,95.0,69.0,100,20,22,42,14,0,14
2014,PV Tambe,Rajasthan Royals,13,294,49.0,356,15,7.27,23.73,19.6,89,26,9,35,14,0,14
2014,Parvez Rasool,Sunrisers Hyderabad,3,54,9.0,83,1,9.22,83.0,54.0,14,3,6,9,3,0,3
2014,R Ashwin,Chennai Super Kings,16,359,59.5,437,16,7.3,27.31,22.44,130,21,21,42,23,0,23
2014,R Bhatia,Rajasthan Royals,12,228,38.0,283,12,7.45,23.58,19.0,56,15,9,24,4,0,4
2014,R Dhawan,Punjab Kings,13,284,47.2,365,13,7.71,28.08,21.85,85,25,11,36,19,0,19
2014,R Rampaul,Royal Challengers Bengaluru,2,36,6.0,37,1,6.17,37.0,36.0,18,4,1,5,1,0,1
2014,R Sharma,Delhi Capitals,2,36,6.0,65,1,10.83,65.0,36.0,9,3,5,8,0,0,0
2014,R Shukla,Delhi Capitals,3,54,9.0,98,2,10.89,49.0,27.0,18,7,7,14,1,4,5
2014,R Tewatia,Rajasthan Royals,3,54,9.0,59,2,6.56,29.5,27.0,21,3,3,6,1,0,1
2014,R Vinay Kumar,Kolkata Knight Riders,9,192,32.0,281,7,8.78,40.14,27.43,56,26,9,35,2,0,2
2014,RA Jadeja,Chennai Super Kings,16,326,54.2,443,19,8.15,23.32,17.16,102,26,21,47,7,0,7
2014,RG Sharma,Mumbai Indians,2,18,3.0,26,1,8.67,26.0,18.0,4,2,1,3,0,0,0
2014,RN ten Doeschate,Kolkata Knight Riders,4,30,5.0,35,1,7.0,35.0,30.0,13,2,2,4,0,0,0
2014,S Badree,Chennai Super Kings,4,84,14.0,97,2,6.93,48.5,42.0,40,7,5,12,7,0,7
2014,S Gopal,Mumbai Indians,4,84,14.0,113,6,8.07,18.83,14.0,30,7,5,12,1,0,1
2014,S Kaul,Delhi Capitals,5,78,13.0,126,2,9.69,63.0,39.0,24,12,5,17,4,0,4
2014,S Nadeem,Delhi Capitals,11,228,38.0,311,8,8.18,38.88,28.5,66,16,14,30,7,5,12
2014,S Rana,Royal Challengers Bengaluru,2,12,2.0,16,0,8.0,,,3,2,0,2,0,0,0
2014,SA Yadav,Kolkata Knight Riders,1,6,1.0,8,0,8.0,,,2,1,0,1,0,0,0
2014,SB Jakati,Royal Challengers Bengaluru,1,22,3.4,41,0,11.18,,,4,2,3,5,0,0,0
2014,SK Raina,Chennai Super Kings,8,108,18.0,134,1,7.44,134.0,108.0,34,9,5,14,1,0,1
2014,SL Malinga,Mumbai Indians,10,236,39.2,251,16,6.38,15.69,14.75,99,22,6,28,6,1,7
2014,SP Narine,Kolkata Knight Riders,16,390,65.0,418,21,6.43,19.9,18.57,157,29,13,42,0,2,2
2014,SR Watson,Rajasthan Royals,9,126,21.0,165,7,7.86,23.57,18.0,57,21,5,26,5,3,8
2014,STR Binny,Rajasthan Royals,8,54,9.0,64,3,7.11,21.33,18.0,18,6,1,7,0,0,0
2014,Sandeep Sharma,Punjab Kings,11,241,40.1,354,18,8.81,19.67,13.39,109,40,14,54,11,14,25
2014,Shakib Al Hasan,Kolkata Knight Riders,13,300,50.0,334,11,6.68,30.36,27.27,113,20,13,33,8,0,8
2014,Shivam Sharma,Punjab Kings,4,96,16.0,121,3,7.56,40.33,32.0,34,4,8,12,0,0,0
2014,TG Southee,Rajasthan Royals,3,60,10.0,76,0,7.6,,,25,7,2,9,3,0,3
2014,UT Yadav,Kolkata Knight Riders,12,270,45.0,367,11,8.16,33.36,24.55,95,40,8,48,12,7,19
2014,V Shankar,Chennai Super Kings,1,6,1.0,19,0,19.0,,,1,1,2,3,0,0,0
2014,VR Aaron,Royal Challengers Bengaluru,10,220,36.4,299,16,8.15,18.69,13.75,90,27,12,39,18,4,22
2014,VS Malik,Rajasthan Royals,1,18,3.0,29,1,9.67,29.0,18.0,7,4,1,5,1,0,1
2014,WD Parnell,Delhi Capitals,8,181,30.1,223,6,7.39,37.17,30.17,82,29,5,34,8,2,10
2014,Y Venugopal Rao,Sunrisers Hyderabad,2,12,2.0,16,0,8.0,,,3,2,0,2,0,0,0
2014,YK Pathan,Kolkata Knight Riders,1,6,1.0,10,0,10.0,,,1,1,0,1,0,0,0
2014,YS Chahal,Royal Challengers Bengaluru,14,330,55.0,386,12,7.02,32.17,27.5,115,16,19,35,6,0,6
2014,Yuvraj Singh,Royal Challengers Bengaluru,10,136,22.4,187,5,8.25,37.4,27.2,33,9,9,18,4,0,4
2014,Z Khan,Mumbai Indians,6,134,22.2,146,5,6.54,29.2,26.8,56,14,4,18,4,0,4
2015,A Ashish Reddy,Sunrisers Hyderabad,4,36,6.0,50,3,8.33,16.67,12.0,9,1,3,4,1,0,1
2015,A Mishra,Delhi Capitals,12,241,40.1,310,9,7.72,34.44,26.78,75,18,11,29,9,0,9
2015,A Nehra,Chennai Super Kings,16,372,62.0,449,22,7.24,20.41,16.91,170,48,13,61,12,1,13
2015,AB Dinda,Royal Challengers Bengaluru,2,30,5.0,62,0,12.4,,,4,5,3,8,1,7,8
2015,AD Mathews,Delhi Capitals,10,180,30.0,246,7,8.2,35.14,25.71,61,29,6,35,5,0,5
2015,AD Russell,Kolkata Knight Riders,13,244,40.4,324,14,7.97,23.14,17.43,94,29,13,42,11,1,12
2015,AN Ahmed,Royal Challengers Bengaluru,3,72,12.0,128,1,10.67,128.0,72.0,26,8,9,17,6,9,15
2015,AR Patel,Punjab Kings,14,280,46.4,392,13,8.4,30.15,21.54,83,23,21,44,10,0,10
2015,Ankit Sharma,Rajasthan Royals,4,84,14.0,114,3,8.14,38.0,28.0,29,10,3,13,6,0,6
2015,Anureet Singh,Punjab Kings,14,310,51.4,465,15,9.0,31.0,20.67,105,48,18,66,11,7,18
2015,Azhar Mahmood,Kolkata Knight Riders,1,18,3.0,41,0,13.67,,,5,5,2,7,0,6,6
2015,B Kumar,Sunrisers Hyderabad,14,310,51.4,407,18,7.88,22.61,17.22,126,41,14,55,14,0,14
2015,BB Sran,Rajasthan Royals,1,18,3.0,35,0,11.67,,,5,4,1,5,1,5,6
2015,BE Hendricks,Punjab Kings,4,78,13.0,109,5,8.38,21.8,15.6,27,14,1,15,3,2,5
2015,Bipul Sharma,Sunrisers Hyderabad,3,42,7.0,50,3,7.14,16.67,14.0,17,1,4,5,0,0,0
2015,CH Gayle,Royal Challengers Bengaluru,1,12,2.0,15,0,7.5,,,3,0,1,1,1,0,1
2015,CH Morris,Rajasthan Royals,11,258,43.0,325,14,7.56,23.21,18.43,115,33,11,44,16,5,21
2015,CJ Anderson,Mumbai Indians,2,24,4.0,33,1,8.25,33.0,24.0,10,2,2,4,0,0,0
2015,D Wiese,Royal Challengers Bengaluru,13,254,42.2,353,16,8.34,22.06,15.88,73,37,8,45,9,0,9
2015,DJ Bravo,Chennai Super Kings,16,314,52.2,426,26,8.14,16.38,12.08,88,30,17,47,9,7,16
2015,DJ Hooda,Rajasthan Royals,7,91,15.1,129,1,8.51,129.0,91.0,25,10,4,14,7,0,7
2015,DJ Muthuswami,Delhi Capitals,6,84,14.0,101,4,7.21,25.25,21.0,44,14,3,17,0,0,0
2015,DJG Sammy,Royal Challengers Bengaluru,2,18,3.0,25,0,8.33,,,2,3,0,3,0,0,0
2015,DR Smith,Chennai Super Kings,1,12,2.0,17,1,8.5,17.0,12.0,4,0,1,1,0,0,0
2015,DS Kulkarni,Rajasthan Royals,11,210,35.0,277,13,7.91,21.31,16.15,95,40,4,44,15,1,16
2015,DW Steyn,Sunrisers Hyderabad,6,114,19.0,170,3,8.95,56.67,38.0,38,23,3,26,2,0,2
2015,GB Hogg,Kolkata Knight Riders,6,126,21.0,144,9,6.86,16.0,14.0,50,8,9,17,2,0,2
2015,GJ Maxwell,Punjab Kings,7,60,10.0,97,2,9.7,48.5,30.0,19,4,8,12,4,0,4
2015,GS Sandhu,Delhi Capitals,2,48,8.0,82,1,10.25,82.0,48.0,9,8,2,10,0,0,0
2015,Gurkeerat Singh,Punjab Kings,3,54,9.0,66,3,7.33,22.0,18.0,19,5,2,7,2,0,2
2015,HH Pandya,Mumbai Indians,8,102,17.0,176,1,10.35,176.0,102.0,29,22,5,27,4,1,5
2015,HV Patel,Royal Challengers Bengaluru,14,263,43.5,328,17,7.48,19.29,15.47,103,32,11,43,9,0,9
2015,Harbhajan Singh,Mumbai Indians,15,342,57.0,446,18,7.82,24.78,19.0,117,37,15,52,10,0,10
2015,I Sharma,Sunrisers Hyderabad,4,84,14.0,159,1,11.36,159.0,84.0,30,16,10,26,1,8,9
2015,IC Pandey,Chennai Super Kings,10,186,31.0,223,11,7.19,20.27,16.91,93,27,8,35,3,0,3
2015,Imran Tahir,Delhi Capitals,10,213,35.3,314,15,8.85,20.93,14.2,64,13,18,31,17,0,17
2015,Iqbal Abdulla,Royal Challengers Bengaluru,5,114,19.0,150,4,7.89,37.5,28.5,46,10,8,18,8,0,8
2015,J Botha,Kolkata Knight Riders,4,60,10.0,81,1,8.1,81.0,60.0,19,4,5,9,2,0,2
2015,J Suchith,Mumbai Indians,12,234,39.0,337,10,8.64,33.7,23.4,70,27,13,40,7,0,7
2015,J Theron,Rajasthan Royals,1,24,4.0,40,1,10.0,40.0,24.0,4,4,1,5,2,0,2
2015,J Yadav,Delhi Capitals,3,42,7.0,29,2,4.14,14.5,21.0,21,2,0,2,0,0,0
2015,JA Morkel,Delhi Capitals,4,72,12.0,109,3,9.08,36.33,24.0,22,13,2,15,2,0,2
2015,JD Unadkat,Delhi Capitals,1,18,3.0,30,0,10.0,,,7,1,3,4,0,0,0
2015,JJ Bumrah,Mumbai Indians,4,90,15.0,184,3,12.27,61.33,30.0,24,12,13,25,7,2,9
2015,JP Duminy,Delhi Capitals,9,102,17.0,126,8,7.41,15.75,12.75,33,8,4,12,5,0,5
2015,JP Faulkner,Rajasthan Royals,13,270,45.0,426,8,9.47,53.25,33.75,88,41,17,58,10,1,11
2015,KA Pollard,Mumbai Indians,8,76,12.4,120,3,9.47,40.0,25.33,14,10,3,13,4,1,5
2015,KC Cariappa,Kolkata Knight Riders,1,12,2.0,28,1,14.0,28.0,12.0,3,3,2,5,0,0,0
2015,KV Sharma,Sunrisers Hyderabad,14,239,39.5,332,10,8.33,33.2,23.9,65,12,22,34,0,0,0
2015,Karanveer Singh,Punjab Kings,4,84,14.0,157,1,11.21,157.0,84.0,22,10,10,20,3,0,3
2015,M Morkel,Kolkata Knight Riders,7,168,28.0,206,10,7.36,20.6,16.8,76,20,8,28,5,1,6
2015,M Vijay,Punjab Kings,2,24,4.0,28,0,7.0,,,4,2,0,2,0,0,0
2015,M de Lange,Mumbai Indians,1,24,4.0,30,0,7.5,,,15,4,0,4,6,0,6
2015,MA Starc,Royal Challengers Bengaluru,12,258,43.0,291,20,6.77,14.55,12.9,105,32,2,34,15,3,18
2015,MC Henriques,Sunrisers Hyderabad,9,150,25.0,158,11,6.32,14.36,13.64,57,13,2,15,7,0,7
2015,MG Johnson,Punjab Kings,9,218,36.2,342,10,9.41,34.2,21.8,92,39,14,53,15,6,21
2015,MJ McClenaghan,Mumbai Indians,12,282,47.0,386,18,8.21,21.44,15.67,118,38,15,53,21,2,23
2015,MM Sharma,Chennai Super Kings,16,342,57.0,481,14,8.44,34.36,24.43,121,46,15,61,6,9,15
2015,NLTC Perera,Punjab Kings,2,36,6.0,55,1,9.17,55.0,36.0,9,7,1,8,1,0,1
2015,NM Coulter-Nile,Delhi Capitals,11,255,42.3,321,15,7.55,21.4,17.0,117,33,13,46,8,1,9
2015,P Kumar,Sunrisers Hyderabad,12,216,36.0,329,7,9.14,47.0,30.86,71,29,15,44,14,0,14
2015,P Negi,Chennai Super Kings,10,180,30.0,252,6,8.4,42.0,30.0,53,17,12,29,3,0,3
2015,P Suyal,Mumbai Indians,3,60,10.0,95,0,9.5,,,19,10,2,12,3,7,10
2015,PJ Cummins,Kolkata Knight Riders,3,60,10.0,97,1,9.7,97.0,60.0,22,8,5,13,10,0,10
2015,PP Chawla,Kolkata Knight Riders,13,210,35.0,269,11,7.69,24.45,19.09,65,17,11,28,7,0,7
2015,PP Ojha,Mumbai Indians,1,12,2.0,23,0,11.5,,,1,0,2,2,0,0,0
2015,PV Tambe,Rajasthan Royals,10,204,34.0,266,7,7.82,38.0,29.14,69,17,12,29,0,0,0
2015,Parvez Rasool,Sunrisers Hyderabad,2,30,5.0,31,1,6.2,31.0,30.0,12,2,1,3,0,0,0
2015,R Ashwin,Chennai Super Kings,13,234,39.0,228,10,5.85,22.8,23.4,114,12,10,22,8,1,9
2015,R Bhatia,Rajasthan Royals,2,30,5.0,46,0,9.2,,,7,2,3,5,0,0,0
2015,R Dhawan,Punjab Kings,5,72,12.0,110,1,9.17,110.0,72.0,20,11,2,13,6,2,8
2015,R Tewatia,Rajasthan Royals,1,18,3.0,31,1,10.33,31.0,18.0,6,2,2,4,0,0,0
2015,R Vinay Kumar,Mumbai Indians,13,261,43.3,368,7,8.46,52.57,37.29,93,40,12,52,4,2,6
2015,RA Jadeja,Chennai Super Kings,15,256,42.4,330,11,7.73,30.0,23.27,84,21,17,38,2,0,2
2015,RG More,Chennai Super Kings,2,35,5.5,59,1,10.11,59.0,35.0,4,5,1,6,2,0,2
2015,RN ten Doeschate,Kolkata Knight Riders,1,6,1.0,4,0,4.0,,,3,0,0,0,1,0,1
2015,RS Bopara,Sunrisers Hyderabad,7,120,20.0,160,6,8.0,26.67,20.0,37,18,3,21,7,0,7
2015,S Aravind,Royal Challengers Bengaluru,5,108,18.0,132,8,7.33,16.5,13.5,47,15,3,18,2,0,2
2015,S Gopal,Mumbai Indians,1,13,2.1,23,1,10.62,23.0,13.0,2,0,2,2,0,0,0
2015,S Nadeem,Delhi Capitals,2,42,7.0,43,0,6.14,,,21,1,3,4,2,0,2
2015,SA Abbott,Royal Challengers Bengaluru,2,30,5.0,57,0,11.4,,,6,8,1,9,2,0,2
2015,SK Raina,Chennai Super Kings,5,72,12.0,93,2,7.75,46.5,36.0,24,6,4,10,6,0,6
2015,SL Malinga,Mumbai Indians,15,360,60.0,444,24,7.4,18.5,15.0,140,47,9,56,15,7,22
2015,SN Thakur,Punjab Kings,1,18,3.0,38,1,12.67,38.0,18.0,5,4,2,6,2,0,2
2015,SP Narine,Kolkata Knight Riders,8,192,32.0,234,7,7.31,33.43,27.43,74,17,11,28,4,0,4
2015,SR Watson,Rajasthan Royals,10,174,29.0,269,6,9.28,44.83,29.0,62,26,9,35,17,7,24
2015,STR Binny,Rajasthan Royals,10,114,19.0,140,4,7.37,35.0,28.5,56,14,6,20,5,0,5
2015,Sandeep Sharma,Punjab Kings,14,300,50.0,350,13,7.0,26.92,23.08,142,39,10,49,10,2,12
2015,Shakib Al Hasan,Kolkata Knight Riders,4,84,14.0,123,4,8.79,30.75,21.0,34,9,7,16,5,0,5
2015,Shivam Sharma,Punjab Kings,1,18,3.0,44,1,14.67,44.0,18.0,3,5,2,7,0,0,0
2015,TA Boult,Sunrisers Hyderabad,7,168,28.0,236,9,8.43,26.22,18.67,71,28,6,34,14,0,14
2015,TG Southee,Rajasthan Royals,7,168,28.0,247,6,8.82,41.17,28.0,66,22,12,34,6,2,8
2015,UT Yadav,Kolkata Knight Riders,12,252,42.0,382,10,9.1,38.2,25.2,92,50,10,60,13,4,17
2015,V Kohli,Royal Challengers Bengaluru,2,11,1.5,10,0,5.45,,,2,0,0,0,0,0,0
2015,VR Aaron,Royal Challengers Bengaluru,5,104,17.2,177,3,10.21,59.0,34.67,44,23,7,30,13,0,13
2015,YK Pathan,Kolkata Knight Riders,5,60,10.0,97,2,9.7,48.5,30.0,12,5,7,12,0,0,0
2015,YS Chahal,Royal Challengers Bengaluru,14,281,46.5,415,23,8.86,18.04,12.22,90,21,28,49,2,0,2
2015,Yuvraj Singh,Delhi Capitals,6,54,9.0,72,1,8.0,72.0,54.0,11,2,4,6,1,0,1
2015,Z Khan,Delhi Capitals,7,145,24.1,156,7,6.46,22.29,20.71,73,19,2,21,11,0,11
2016,A Ashish Reddy,Sunrisers Hyderabad,2,23,3.5,39,1,10.17,39.0,23.0,5,4,2,6,0,0,0
2016,A Mishra,Delhi Capitals,14,276,46.0,344,13,7.48,26.46,21.23,93,24,12,36,10,3,13
2016,A Nehra,Sunrisers Hyderabad,8,156,26.0,199,9,7.65,22.11,17.33,72,23,7,30,7,0,7
2016,A Zampa,Rising Pune Supergiants,5,102,17.0,115,12,6.76,9.58,8.5,32,4,5,9,5,0,5
2016,AB Dinda,Rising Pune Supergiants,9,183,30.3,231,11,7.57,21.0,16.64,84,29,3,32,8,5,13
2016,AD Russell,Kolkata Knight Riders,12,219,36.3,291,15,7.97,19.4,14.6,90,28,11,39,9,0,9
2016,AF Milne,Royal Challengers Bengaluru,1,24,4.0,43,1,10.75,43.0,24.0,7,4,2,6,5,0,5
2016,AR Patel,Punjab Kings,14,287,47.5,388,13,8.11,29.85,22.08,91,25,17,42,7,0,7
2016,AS Rajpoot,Kolkata Knight Riders,4,66,11.0,98,3,8.91,32.67,22.0,18,10,1,11,9,2,11
2016,Ankit Sharma,Rising Pune Supergiants,3,66,11.0,84,1,7.64,84.0,66.0,17,3,3,6,6,0,6
2016,Anureet Singh,Punjab Kings,2,36,6.0,43,0,7.17,,,12,4,0,4,0,8,8
2016,B Kumar,Sunrisers Hyderabad,17,396,66.0,490,23,7.42,21.3,17.22,156,54,8,62,23,5,28
2016,BB Sran,Sunrisers Hyderabad,14,297,49.3,413,14,8.34,29.5,21.21,107,38,14,52,15,0,15
2016,BCJ Cutting,Sunrisers Hyderabad,4,67,11.1,80,5,7.16,16.0,13.4,23,7,2,9,1,0,1
2016,Bipul Sharma,Sunrisers Hyderabad,6,84,14.0,121,3,8.64,40.33,28.0,21,7,7,14,0,0,0
2016,C Munro,Kolkata Knight Riders,2,12,2.0,15,0,7.5,,,5,1,1,2,0,0,0
2016,CH Gayle,Royal Challengers Bengaluru,4,60,10.0,63,2,6.3,31.5,30.0,21,3,2,5,5,1,6
2016,CH Morris,Delhi Capitals,12,264,44.0,308,13,7.0,23.69,20.31,102,27,7,34,13,1,14
2016,CJ Jordan,Royal Challengers Bengaluru,9,168,28.0,258,11,9.21,23.45,15.27,49,22,9,31,15,4,19
2016,CR Brathwaite,Delhi Capitals,8,139,23.1,189,7,8.16,27.0,19.86,41,16,5,21,1,9,10
2016,D Wiese,Royal Challengers Bengaluru,1,24,4.0,49,0,12.25,,,6,7,1,8,2,2,4
2016,DJ Bravo,Gujarat Lions,15,336,56.0,494,17,8.82,29.06,19.76,93,40,16,56,12,5,17
2016,DJ Hooda,Sunrisers Hyderabad,6,78,13.0,97,3,7.46,32.33,26.0,21,6,3,9,3,0,3
2016,DL Chahar,Rising Pune Supergiants,2,30,5.0,41,0,8.2,,,13,5,1,6,3,0,3
2016,DR Smith,Gujarat Lions,8,108,18.0,153,8,8.5,19.12,13.5,40,13,7,20,4,5,9
2016,DS Kulkarni,Gujarat Lions,14,294,49.0,364,18,7.43,20.22,16.33,130,41,11,52,3,0,3
2016,DW Steyn,Gujarat Lions,1,12,2.0,17,0,8.5,,,5,2,0,2,1,0,1
2016,GB Hogg,Kolkata Knight Riders,5,96,16.0,142,4,8.88,35.5,24.0,31,13,5,18,6,0,6
2016,GJ Maxwell,Punjab Kings,7,54,9.0,80,0,8.89,,,16,9,2,11,2,0,2
2016,Gurkeerat Singh,Punjab Kings,3,24,4.0,31,2,7.75,15.5,12.0,7,1,1,2,2,0,2
2016,HH Pandya,Mumbai Indians,10,100,16.4,153,3,9.18,51.0,33.33,29,11,7,18,6,0,6
2016,HV Patel,Royal Challengers Bengaluru,5,84,14.0,147,1,10.5,147.0,84.0,28,14,7,21,5,5,10
2016,Harbhajan Singh,Mumbai Indians,14,294,49.0,392,9,8.0,43.56,32.67,83,28,16,44,6,0,6
2016,I Sharma,Rising Pune Supergiants,4,90,15.0,148,3,9.87,49.33,30.0,37,21,4,25,12,1,13
2016,IK Pathan,Rising Pune Supergiants,3,48,8.0,61,0,7.62,,,18,5,2,7,0,0,0
2016,Imran Tahir,Delhi Capitals,4,96,16.0,138,5,8.62,27.6,19.2,25,7,8,15,1,0,1
2016,Iqbal Abdulla,Royal Challengers Bengaluru,8,150,25.0,213,6,8.52,35.5,25.0,35,18,6,24,5,0,5
2016,J Suchith,Mumbai Indians,1,12,2.0,31,0,15.5,,,0,1,2,3,2,0,2
